ContentArea,Indicator,Measure,Year,Geography,County,GeoID,Filter,FilterValue,Value,Version
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Riley,20161,None,,22,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Rooks,20163,None,,6,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Rush,20165,None,,10,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Russell,20167,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Saline,20169,None,,238,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Scott,20171,None,,14,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Sedgwick,20173,None,,"3,200",030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Seward,20175,None,,65,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Shawnee,20177,None,,994,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Sheridan,20179,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Sherman,20181,None,,7,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Smith,20183,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Stafford,20185,None,,8,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Stanton,20187,None,,No Events,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Stevens,20189,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Sumner,20191,None,,68,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Thomas,20193,None,,14,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Trego,20195,None,,8,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Wabaunsee,20197,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Wallace,20199,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Washington,20201,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Wichita,20203,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Wilson,20205,None,,15,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Woodson,20207,None,,Suppressed,030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2011,County,Wyandotte,20209,None,,"1,202",030904340220110000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Allen,20001,None,,38,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Anderson,20003,None,,49,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Atchison,20005,None,,91,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Barber,20007,None,,9,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Barton,20009,None,,44,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Bourbon,20011,None,,54,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Brown,20013,None,,20,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Butler,20015,None,,54,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Chase,20017,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Chautauqua,20019,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Cherokee,20021,None,,29,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Cheyenne,20023,None,,11,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Clark,20025,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Clay,20027,None,,31,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Cloud,20029,None,,11,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Coffey,20031,None,,25,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Comanche,20033,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Cowley,20035,None,,137,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Crawford,20037,None,,58,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Decatur,20039,None,,8,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Dickinson,20041,None,,52,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Doniphan,20043,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Douglas,20045,None,,296,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Edwards,20047,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Elk,20049,None,,No Events,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Ellis,20051,None,,113,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Ellsworth,20053,None,,20,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Finney,20055,None,,199,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Ford,20057,None,,131,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Franklin,20059,None,,157,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Geary,20061,None,,19,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Gove,20063,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Graham,20065,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Grant,20067,None,,29,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Gray,20069,None,,24,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Greeley,20071,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Greenwood,20073,None,,14,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Hamilton,20075,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Harper,20077,None,,18,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Harvey,20079,None,,104,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Haskell,20081,None,,19,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Hodgeman,20083,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Jackson,20085,None,,34,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Jefferson,20087,None,,34,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Jewell,20089,None,,10,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Johnson,20091,None,,"1,718",030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Kearny,20093,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Kingman,20095,None,,46,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Kiowa,20097,None,,9,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Labette,20099,None,,95,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Lane,20101,None,,11,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Leavenworth,20103,None,,302,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Lincoln,20105,None,,15,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Linn,20107,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Logan,20109,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Lyon,20111,None,,143,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Marion,20115,None,,26,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Marshall,20117,None,,31,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,McPherson,20113,None,,128,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Meade,20119,None,,16,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Miami,20121,None,,33,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Mitchell,20123,None,,16,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Montgomery,20125,None,,92,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Morris,20127,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Morton,20129,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Nemaha,20131,None,,20,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Neosho,20133,None,,15,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Ness,20135,None,,11,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Norton,20137,None,,14,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Osage,20139,None,,45,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Osborne,20141,None,,8,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Ottawa,20143,None,,9,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Pawnee,20145,None,,27,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Phillips,20147,None,,18,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Pottawatomie,20149,None,,9,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Pratt,20151,None,,33,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Rawlins,20153,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Reno,20155,None,,219,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Republic,20157,None,,8,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Rice,20159,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Riley,20161,None,,12,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Rooks,20163,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Rush,20165,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Russell,20167,None,,9,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Saline,20169,None,,288,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Scott,20171,None,,20,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Sedgwick,20173,None,,"3,596",030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Seward,20175,None,,85,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Shawnee,20177,None,,969,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Sheridan,20179,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Sherman,20181,None,,37,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Smith,20183,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Stafford,20185,None,,8,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Stanton,20187,None,,No Events,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Stevens,20189,None,,6,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Sumner,20191,None,,54,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Thomas,20193,None,,13,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Trego,20195,None,,11,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Wabaunsee,20197,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Wallace,20199,None,,No Events,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Washington,20201,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Wichita,20203,None,,Suppressed,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Wilson,20205,None,,21,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Woodson,20207,None,,7,030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2012,County,Wyandotte,20209,None,,"1,155",030904340220120000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Allen,20001,None,,25,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Anderson,20003,None,,47,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Atchison,20005,None,,65,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Barber,20007,None,,10,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Barton,20009,None,,36,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Bourbon,20011,None,,42,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Brown,20013,None,,26,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Butler,20015,None,,80,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Chase,20017,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Chautauqua,20019,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Cherokee,20021,None,,20,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Cheyenne,20023,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Clark,20025,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Clay,20027,None,,17,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Cloud,20029,None,,8,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Coffey,20031,None,,23,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Comanche,20033,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Cowley,20035,None,,148,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Crawford,20037,None,,54,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Decatur,20039,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Dickinson,20041,None,,54,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Doniphan,20043,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Douglas,20045,None,,194,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Edwards,20047,None,,11,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Elk,20049,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Ellis,20051,None,,89,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Ellsworth,20053,None,,17,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Finney,20055,None,,198,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Ford,20057,None,,148,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Franklin,20059,None,,134,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Geary,20061,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Gove,20063,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Graham,20065,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Grant,20067,None,,37,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Gray,20069,None,,18,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Greeley,20071,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Greenwood,20073,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Hamilton,20075,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Harper,20077,None,,25,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Harvey,20079,None,,90,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Haskell,20081,None,,19,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Hodgeman,20083,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Jackson,20085,None,,39,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Jefferson,20087,None,,34,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Jewell,20089,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Johnson,20091,None,,"1,418",030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Kearny,20093,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Kingman,20095,None,,24,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Kiowa,20097,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Labette,20099,None,,76,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Lane,20101,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Leavenworth,20103,None,,301,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Lincoln,20105,None,,7,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Linn,20107,None,,8,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Logan,20109,None,,8,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Lyon,20111,None,,103,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Marion,20115,None,,26,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Marshall,20117,None,,17,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,McPherson,20113,None,,126,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Meade,20119,None,,16,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Miami,20121,None,,32,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Mitchell,20123,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Montgomery,20125,None,,74,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Morris,20127,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Morton,20129,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Nemaha,20131,None,,18,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Neosho,20133,None,,14,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Ness,20135,None,,7,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Norton,20137,None,,9,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Osage,20139,None,,47,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Osborne,20141,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Ottawa,20143,None,,11,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Pawnee,20145,None,,39,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Phillips,20147,None,,8,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Pottawatomie,20149,None,,10,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Pratt,20151,None,,16,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Rawlins,20153,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Reno,20155,None,,233,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Republic,20157,None,,9,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Rice,20159,None,,10,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Riley,20161,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Rooks,20163,None,,13,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Rush,20165,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Russell,20167,None,,6,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Saline,20169,None,,267,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Scott,20171,None,,24,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Sedgwick,20173,None,,"3,355",030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Seward,20175,None,,71,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Shawnee,20177,None,,840,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Sheridan,20179,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Sherman,20181,None,,24,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Smith,20183,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Stafford,20185,None,,7,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Stanton,20187,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Stevens,20189,None,,11,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Sumner,20191,None,,44,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Thomas,20193,None,,17,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Trego,20195,None,,11,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Wabaunsee,20197,None,,10,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Wallace,20199,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Washington,20201,None,,7,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Wichita,20203,None,,7,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Wilson,20205,None,,21,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Woodson,20207,None,,Suppressed,030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2013,County,Wyandotte,20209,None,,"1,000",030904340220130000010100
Asthma,Emergency department visits for asthma,Number of emergency department visits for asthma,2014,County,Allen,20001,None,,14,030904340220140000010100
